TIGRFAM,ROLE_ID,SubRole,MainRole
TIGR03701,81,Menaquinone and ubiquinone,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03702,703,Enzymes of unknown specificity,Unknown function
TIGR03703,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR03704,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03705,103,Phosphorus compounds,Central intermediary metabolism
TIGR03706,103,Phosphorus compounds,Central intermediary metabolism
TIGR03707,103,Phosphorus compounds,Central intermediary metabolism
TIGR03708,103,Phosphorus compounds,Central intermediary metabolism
TIGR03709,103,Phosphorus compounds,Central intermediary metabolism
TIGR03711,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03711,187,Pathogenesis,Cellular processes
TIGR03712,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03712,187,Pathogenesis,Cellular processes
TIGR03713,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03713,187,Pathogenesis,Cellular processes
TIGR03714,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03720,705,Sporulation and germination,Cellular processes
TIGR03722,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR03723,168,tRNA and rRNA base modification,Protein synthesis
TIGR03724,157,General,Unknown function
TIGR03725,168,tRNA and rRNA base modification,Protein synthesis
TIGR03731,94,Toxin production and resistance,Cellular processes
TIGR03743,708,Other,Mobile and extrachromosomal element functions
TIGR03744,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03745,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03746,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03747,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03748,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03749,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03750,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03751,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03752,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03755,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03756,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03757,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03758,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03759,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03762,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03763,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03770,141,Unknown substrate,Transport and binding proteins
TIGR03771,141,Unknown substrate,Transport and binding proteins
TIGR03772,141,Unknown substrate,Transport and binding proteins
TIGR03779,98,DNA transformation,Cellular processes
TIGR03780,98,DNA transformation,Cellular processes
TIGR03781,98,DNA transformation,Cellular processes
TIGR03782,98,DNA transformation,Cellular processes
TIGR03783,98,DNA transformation,Cellular processes
TIGR03789,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03792,157,General,Unknown function
TIGR03793,706,Biosynthesis of natural products,Cellular processes
TIGR03794,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03794,706,Biosynthesis of natural products,Cellular processes
TIGR03795,706,Biosynthesis of natural products,Cellular processes
TIGR03796,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03796,706,Biosynthesis of natural products,Cellular processes
TIGR03797,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03797,706,Biosynthesis of natural products,Cellular processes
TIGR03798,706,Biosynthesis of natural products,Cellular processes
TIGR03799,83,Pantothenate and coenzyme A,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03800,84,Pyridoxine,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03801,109,Amino acids and amines,Energy metabolism
TIGR03805,157,General,Unknown function
TIGR03806,156,Conserved,Hypothetical proteins
TIGR03810,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03811,149,Adaptations to atypical conditions,Cellular processes
TIGR03812,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03814,109,Amino acids and amines,Energy metabolism
TIGR03816,157,General,Unknown function
TIGR03821,140,Protein modification and repair,Protein fate
TIGR03829,157,General,Unknown function
TIGR03833,156,Conserved,Hypothetical proteins
TIGR03835,188,Chemotaxis and motility,Cellular processes
TIGR03838,168,tRNA and rRNA base modification,Protein synthesis
TIGR03839,91,Surface structures,Cell envelope
TIGR03839,187,Pathogenesis,Cellular processes
TIGR03841,703,Enzymes of unknown specificity,Unknown function
TIGR03842,703,Enzymes of unknown specificity,Unknown function
TIGR03844,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03844,159,Methanogenesis,Energy metabolism
TIGR03845,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03845,159,Methanogenesis,Energy metabolism
TIGR03849,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03849,159,Methanogenesis,Energy metabolism
TIGR03850,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR03851,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR03854,703,Enzymes of unknown specificity,Unknown function
TIGR03856,703,Enzymes of unknown specificity,Unknown function
TIGR03857,703,Enzymes of unknown specificity,Unknown function
TIGR03859,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03860,703,Enzymes of unknown specificity,Unknown function
TIGR03861,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR03863,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR03864,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR03870,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR03870,184,Other,Energy metabolism
TIGR03872,112,Electron transport,Energy metabolism
TIGR03876,719,NA,NA
TIGR03885,703,Enzymes of unknown specificity,Unknown function
TIGR03888,109,Amino acids and amines,Energy metabolism
TIGR03891,94,Toxin production and resistance,Cellular processes
TIGR03892,94,Toxin production and resistance,Cellular processes
TIGR03893,94,Toxin production and resistance,Cellular processes
TIGR03894,156,Conserved,Hypothetical proteins
TIGR03897,94,Toxin production and resistance,Cellular processes
TIGR03898,94,Toxin production and resistance,Cellular processes
TIGR03903,94,Toxin production and resistance,Cellular processes
TIGR03904,703,Enzymes of unknown specificity,Unknown function
TIGR03905,157,General,Unknown function
TIGR03906,140,Protein modification and repair,Protein fate
TIGR03907,109,Amino acids and amines,Energy metabolism
TIGR03908,109,Amino acids and amines,Energy metabolism
TIGR03909,69,Other,Amino acid biosynthesis
TIGR03910,69,Other,Amino acid biosynthesis
TIGR03911,69,Other,Amino acid biosynthesis
TIGR03912,137,tRNA aminoacylation,Protein synthesis
TIGR03913,703,Enzymes of unknown specificity,Unknown function
TIGR03916,703,Enzymes of unknown specificity,Unknown function
TIGR03918,140,Protein modification and repair,Protein fate
TIGR03919,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03920,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03921,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03921,140,Protein modification and repair,Protein fate
TIGR03922,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03923,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03924,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03925,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03926,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03927,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03928,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03931,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03932,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03933,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03933,187,Pathogenesis,Cellular processes
TIGR03935,187,Pathogenesis,Cellular processes
TIGR03938,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03940,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03941,157,General,Unknown function
TIGR03942,140,Protein modification and repair,Protein fate
TIGR03944,706,Biosynthesis of natural products,Cellular processes
TIGR03945,706,Biosynthesis of natural products,Cellular processes
TIGR03946,706,Biosynthesis of natural products,Cellular processes
TIGR03947,706,Biosynthesis of natural products,Cellular processes
TIGR03948,114,Fermentation,Energy metabolism
TIGR03950,112,Electron transport,Energy metabolism
TIGR03950,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR03951,112,Electron transport,Energy metabolism
TIGR03951,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR03952,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03953,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03954,157,General,Unknown function
TIGR03955,140,Protein modification and repair,Protein fate
TIGR03956,140,Protein modification and repair,Protein fate
TIGR03957,140,Protein modification and repair,Protein fate
TIGR03957,159,Methanogenesis,Energy metabolism
TIGR03958,140,Protein modification and repair,Protein fate
TIGR03958,159,Methanogenesis,Energy metabolism
TIGR03959,261,DNA interactions,Regulatory functions
TIGR03960,703,Enzymes of unknown specificity,Unknown function
TIGR03961,703,Enzymes of unknown specificity,Unknown function
TIGR03962,703,Enzymes of unknown specificity,Unknown function
TIGR03963,168,tRNA and rRNA base modification,Protein synthesis
TIGR03964,703,Enzymes of unknown specificity,Unknown function
TIGR03967,157,General,Unknown function
TIGR03968,261,DNA interactions,Regulatory functions
TIGR03971,703,Enzymes of unknown specificity,Unknown function
TIGR03972,168,tRNA and rRNA base modification,Protein synthesis
TIGR03974,706,Biosynthesis of natural products,Cellular processes
TIGR03975,94,Toxin production and resistance,Cellular processes
TIGR03980,112,Electron transport,Energy metabolism
TIGR03983,719,NA,NA
TIGR03984,719,NA,NA
TIGR03985,719,NA,NA
TIGR03986,719,NA,NA
TIGR03988,165,Transcription factors,Transcription
TIGR03989,703,Enzymes of unknown specificity,Unknown function
TIGR03990,100,Amino sugars,Central intermediary metabolism
TIGR03991,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR03991,100,Amino sugars,Central intermediary metabolism
TIGR03994,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03998,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03999,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR04000,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR04001,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR04002,157,General,Unknown function
TIGR04003,140,Protein modification and repair,Protein fate
TIGR04011,88,Other,Cell envelope
TIGR04012,88,Other,Cell envelope
TIGR04013,703,Enzymes of unknown specificity,Unknown function
TIGR04014,703,Enzymes of unknown specificity,Unknown function
TIGR04018,703,Enzymes of unknown specificity,Unknown function
TIGR04019,703,Enzymes of unknown specificity,Unknown function
TIGR04021,106,Sulfur metabolism,Central intermediary metabolism
TIGR04022,106,Sulfur metabolism,Central intermediary metabolism
TIGR04023,703,Enzymes of unknown specificity,Unknown function
TIGR04024,703,Enzymes of unknown specificity,Unknown function
TIGR04026,703,Enzymes of unknown specificity,Unknown function
TIGR04027,703,Enzymes of unknown specificity,Unknown function
TIGR04028,141,Unknown substrate,Transport and binding proteins
TIGR04036,703,Enzymes of unknown specificity,Unknown function
TIGR04040,703,Enzymes of unknown specificity,Unknown function
TIGR04041,140,Protein modification and repair,Protein fate
TIGR04043,703,Enzymes of unknown specificity,Unknown function
TIGR04047,703,Enzymes of unknown specificity,Unknown function
TIGR04048,703,Enzymes of unknown specificity,Unknown function
TIGR04049,703,Enzymes of unknown specificity,Unknown function
TIGR04050,703,Enzymes of unknown specificity,Unknown function
TIGR04051,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR04053,703,Enzymes of unknown specificity,Unknown function
TIGR04056,141,Unknown substrate,Transport and binding proteins
TIGR04058,102,Other,Central intermediary metabolism
TIGR04059,102,Other,Central intermediary metabolism
TIGR04060,144,"Carbohydrates, organic alcohols, and acids",Transport and binding proteins
TIGR04062,183,Restriction/modification,DNA metabolism
TIGR04064,94,Toxin production and resistance,Cellular processes
TIGR04065,94,Toxin production and resistance,Cellular processes
TIGR04068,94,Toxin production and resistance,Cellular processes
TIGR04069,94,Toxin production and resistance,Cellular processes
TIGR04070,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR04070,705,Sporulation and germination,Cellular processes
TIGR04074,166,RNA processing,Transcription
TIGR04074,168,tRNA and rRNA base modification,Protein synthesis
TIGR04075,166,RNA processing,Transcription
TIGR04077,263,Protein interactions,Regulatory functions
TIGR04078,263,Protein interactions,Regulatory functions
TIGR04079,706,Biosynthesis of natural products,Cellular processes
TIGR04080,140,Protein modification and repair,Protein fate
TIGR04091,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR04093,719,NA,NA
TIGR04096,183,Restriction/modification,DNA metabolism
TIGR04106,719,NA,NA
TIGR04111,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR04113,719,NA,NA
TIGR04149,706,Biosynthesis of natural products,Cellular processes
TIGR04151,97,Protein and peptide secretion and trafficking,Protein fate
TIGR04152,97,Protein and peptide secretion and trafficking,Protein fate
TIGR04156,97,Protein and peptide secretion and trafficking,Protein fate
TIGR04166,159,Methanogenesis,Energy metabolism
TIGR04171,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
